REF_DATE,unemployment,gdp,cycle12,cycle14,BB_cycle_norm,cycle_bb_mix,vacancy
2010-04-01,8.2,1692492.0,0.9857306595660228,0.9947380569354273,,0.9857306595660228,
2010-05-01,8.1,1700050.0,0.9887939250798765,0.9975467605175126,,0.9887939250798765,
2010-06-01,8.0,1704611.0,0.9900715454049879,0.9985062816948861,,0.9900715454049879,
2010-07-01,8.2,1707189.0,0.9901597791078471,0.9982247733686745,,0.9901597791078471,
2010-08-01,8.2,1712496.0,0.9917935814105393,0.9994651267154598,,0.9917935814105393,
2010-09-01,8.2,1712435.0,0.9902846569904787,0.997508301850929,,0.9902846569904787,
2010-10-01,8.1,1721370.0,0.9939421937394911,1.0007299695421044,,0.9939421937394911,
2010-11-01,7.8,1729551.0,0.9971224629094032,1.003448741469951,,0.9971224629094032,
2010-12-01,7.8,1741609.0,1.0024942646218413,1.008355039279664,,1.0,
2011-01-01,7.8,1747291.0,1.004155719122802,1.0095172630040947,,1.0,
2011-02-01,7.8,1744126.0,1.000707941383684,1.0055400475365577,,1.0,
2011-03-01,7.8,1749485.0,1.002127616332607,1.0064550223884507,,1.0,
2011-04-01,7.8,1749674.0,1.0005608208290915,1.0043745458440818,,1.0,
2011-05-01,7.7,1745781.0,0.9966449378558795,0.9999458209430669,,0.9966449378558795,
2011-06-01,7.7,1753348.0,0.9992508836545663,1.002071105690872,,0.9992508836545663,
2011-07-01,7.4,1765251.0,1.004293260717921,1.0066488088250165,,1.0,
2011-08-01,7.4,1774000.0,1.007506578208467,1.009404855212691,,1.0,
2011-09-01,7.4,1778754.0,1.0084246521908262,1.0098773708870084,,1.0,
2011-10-01,7.5,1778522.0,1.006499895921064,1.0075230116055596,,1.0,
2011-11-01,7.6,1780501.0,1.0058142773964205,1.0064308176470838,,1.0,
2011-12-01,7.5,1789093.0,1.0088444703747192,1.0090770881846356,,1.0,
2012-01-01,7.7,1787647.0,1.006199070718308,1.00606776987985,,1.0,
2012-02-01,7.6,1783169.0,1.0018462141439384,1.001374745083944,,1.0,
2012-03-01,7.3,1787826.0,1.0026196190439562,1.0018270661197597,,1.0,
2012-04-01,7.4,1794148.0,1.004310517295455,1.0032148624508037,,1.0,
2012-05-01,7.5,1797125.0,1.004115420563083,1.0027368409233985,,1.0,
2012-06-01,7.4,1798133.0,1.0028130372415363,1.001170910928212,,1.0,
2012-07-01,7.3,1801749.0,1.002958219441796,1.0010666547433116,,1.0,
2012-08-01,7.4,1799417.0,0.9997898351427222,0.9976706349606622,,0.9997898351427222,
2012-09-01,7.4,1799218.0,0.9978088341517278,0.9954740924245445,,0.9978088341517278,
2012-10-01,7.4,1798409.0,0.9954910488227307,0.992954675329807,,0.9954910488227307,
2012-11-01,7.3,1806944.0,0.9983388309404414,0.9955988576313476,,0.9983388309404414,
2012-12-01,7.2,1806713.0,0.9963369691979609,0.9934173698808804,,0.9963369691979609,
2013-01-01,7.1,1816978.0,1.0001159796595285,0.997010196598273,,1.0,
2013-02-01,7.0,1822370.0,1.0012005849336478,0.9979271285920804,,1.0,
2013-03-01,7.3,1828635.0,1.0027577424865721,0.999326126264667,,1.0,
2013-04-01,7.2,1831835.0,1.0026302965598344,0.999058191061171,,1.0,
2013-05-01,7.0,1836826.0,1.0034814946778987,0.9997781476343814,,1.0,
2013-06-01,7.2,1830161.0,0.9979741872489192,0.9941772087099455,,0.9979741872489192,
2013-07-01,7.3,1840718.0,1.0018624132809955,0.9979506717801105,,1.0,
2013-08-01,7.2,1848826.0,1.0044080886507079,1.0004018727549635,,1.0,
2013-09-01,7.1,1855132.0,1.005970414111531,1.0018903938576424,,1.0,
2013-10-01,7.2,1865193.0,1.0095635079368621,1.0054196472355723,,1.0,
2013-11-01,7.1,1869835.0,1.0102205688705117,1.0060445781203249,,1.0,
2013-12-01,7.4,1862159.0,1.0042379240183084,1.0000781532695908,,1.0,
2014-01-01,7.2,1863035.0,1.002886892121596,0.9987455979522272,,1.0,
2014-02-01,7.2,1872372.0,1.0060940108740892,1.0019745329285479,,1.0,
2014-03-01,7.1,1877319.0,1.0069424050067315,1.00287750126011,,1.0,
2014-04-01,7.1,1881089.0,1.007165627156327,1.0031815605351448,,1.0,
2014-05-01,7.3,1892936.0,1.011713504513661,1.0078179107474297,,1.0,
2014-06-01,7.1,1901582.0,1.014546559126063,1.0107716493123202,,1.0,
2014-07-01,7.1,1904250.0,1.014195262598919,1.010577983612671,,1.0,
2014-08-01,7.0,1900262.0,1.0103160566761886,1.006892339984411,,1.0,
2014-09-01,7.0,1907872.0,1.0126157417367114,1.009387113649833,,1.0,
2014-10-01,6.8,1913355.0,1.0137904179874875,1.0107822216719704,,1.0,
2014-11-01,6.8,1914614.0,1.0127366467960481,1.0099742912580774,,1.0,
2014-12-01,6.7,1917559.0,1.0125864259438138,1.0100830105816656,,1.0,
2015-01-01,6.8,1909603.0,1.0066993843122878,1.004479817166716,0.9835814569536424,1.0,
2015-02-01,6.9,1907049.0,1.0036840637467779,1.0017477734721831,0.956878292862399,1.0,
2015-03-01,6.8,1905988.0,1.001471802584098,0.9998195807708484,0.9726440029433407,1.0,
2015-04-01,6.9,1905441.0,0.999544611658531,0.9981741746662462,0.9676203090507728,0.999544611658531,2.8
2015-05-01,6.8,1904409.0,0.9973774270773945,0.9962829046323831,0.9692085356880059,0.9973774270773945,2.6
2015-06-01,6.9,1909593.0,0.9984747211449931,0.9976428851575923,0.9626590139808684,0.9984747211449931,2.6
2015-07-01,6.9,1914406.0,0.9993816705682923,0.9987997885865475,0.9559187637969095,0.9993816705682923,2.4
2015-08-01,7.0,1918458.0,0.9998955490862258,0.9995468657140645,0.9469533480500368,0.9998955490862258,2.4
2015-09-01,7.1,1910530.0,0.9941798416220241,0.9940442575502547,0.9435826342899192,0.9941798416220241,2.6
2015-10-01,7.0,1912301.0,0.9935269552070503,0.9935776001037274,0.9632900662251657,0.9935269552070503,2.3
2015-11-01,7.1,1916787.0,0.9942897438080384,0.9944984430835793,0.9627167034584254,0.9942897438080384,2.4
2015-12-01,7.2,1918886.0,0.9938188422875724,0.9941541053882084,0.9444055923473144,0.9938188422875724,2.4
2016-01-01,7.3,1930434.0,0.9982402501918795,0.9986701161018458,0.9365209713024283,0.9982402501918795,2.4
2016-02-01,7.3,1924854.0,0.9938091553306875,0.9942935213304329,0.9401436350257544,0.9938091553306875,2.3
2016-03-01,7.2,1917766.0,0.9886186705037718,0.9891182873318065,0.9257742457689478,0.9886186705037718,2.3
2016-04-01,7.3,1922103.0,0.9893288601119229,0.9898063842567585,0.9703399558498897,0.9893288601119229,2.2
2016-05-01,7.0,1911266.0,0.9822426281727343,0.9826532783646539,0.9651891096394408,0.9822426281727343,2.3
2016-06-01,6.9,1920490.0,0.9854761214319704,0.9857825777258336,0.9773945548197205,0.9854761214319704,2.4
2016-07-01,6.9,1931887.0,0.9898172802467468,0.9899774923378049,0.9635337748344371,0.9898172802467468,2.4
2016-08-01,6.9,1936423.0,0.9906397460728036,0.9906121192957272,0.9781551140544519,0.9906397460728036,2.5
2016-09-01,7.0,1941422.0,0.9917010093796751,0.9914468649372299,0.9740850625459898,0.9917010093796751,2.3
2016-10-01,6.9,1940404.0,0.9896953273133738,0.9891799881767385,0.966709050772627,0.9896953273133738,2.4
2016-11-01,6.8,1947701.0,0.9919359986018889,0.9911245252562251,0.9785330389992642,0.9919359986018889,2.4
2016-12-01,6.9,1953152.0,0.9932374847815134,0.9921006503514516,0.9876868285504048,0.9932374847815134,2.6
2017-01-01,6.8,1962254.0,0.9963958838174171,0.9949054037466466,0.9849518763796911,0.9963958838174171,2.6
2017-02-01,6.6,1969304.0,0.9985121157074694,0.9966477733342028,1.0039599705665931,0.9985121157074694,2.6
2017-03-01,6.7,1978060.0,1.0014941959699988,0.9992376678464859,1.0049760117733628,1.0049760117733628,2.8
2017-04-01,6.5,1987668.0,1.004907407882403,1.0022457899495,1.0151470198675498,1.0151470198675498,2.7
2017-05-01,6.6,1992055.0,1.0056847696545423,1.002619376379404,1.0265895511405447,1.0265895511405447,2.7
2017-06-01,6.5,1996878.0,1.006690164796204,1.0032209151690328,0.9946731420161885,1.0,2.7
2017-07-01,6.3,1996019.0,1.0048433617256547,1.0009869272234744,0.9944812362030906,1.0,2.7
2017-08-01,6.2,1994122.0,1.0024915492609254,0.9982629962400744,0.989521118469463,1.0,2.7
2017-09-01,6.2,1999220.0,1.0036701268047623,0.9990714664161002,0.9719093451066962,1.0,2.9
2017-10-01,6.4,1999518.0,1.0024517345453028,0.9975154863627637,0.9747690949227373,1.0,2.8
2017-11-01,6.1,2008970.0,1.0058329930413625,1.000562552539017,0.9894540103016926,1.0,3.0
2017-12-01,6.0,2014340.0,1.0071779178533915,1.0016146687050191,0.9928859455481973,1.0,3.0
2018-01-01,5.9,2020721.0,1.0090383196724533,1.003216167041477,1.0131655629139074,1.0131655629139074,3.0
2018-02-01,6.0,2031403.0,1.0130533620039026,1.007001597144232,1.0117657100809418,1.0117657100809418,3.1
2018-03-01,5.8,2039914.0,1.0159917454309897,1.009763900219748,1.0023552612214865,1.0023552612214865,3.1
2018-04-01,5.8,2040275.0,1.0148838753647245,1.008557761695454,0.9769871964679913,1.0,3.1
2018-05-01,5.9,2047718.0,1.0173124806788238,1.0109236296277773,1.0157038999264165,1.0157038999264165,3.1
2018-06-01,6.0,2050188.0,1.0172828465913457,1.0109081092244523,1.0146219278881532,1.0146219278881532,3.2
2018-07-01,5.9,2054500.0,1.018181339672853,1.0118796914831916,0.9810525386313467,1.0,3.2
2018-08-01,6.0,2056138.0,1.017768961153484,1.0116158896581842,1.0125215599705666,1.0125215599705666,3.1
2018-09-01,5.8,2059567.0,1.0182575062998065,1.012316854619008,1.0122660779985284,1.0122660779985284,3.3
2018-10-01,5.7,2063118.0,1.0188190409410267,1.013161173917746,1.0072423841059603,1.0072423841059603,3.4
2018-11-01,5.7,2059427.0,1.0158203052836658,1.0105352166562012,1.0127087564385577,1.0127087564385577,3.3
2018-12-01,5.7,2062691.0,1.0162673943867604,1.0114069881957064,0.9655340691685064,1.0,3.3
2019-01-01,5.7,2067478.0,1.017474272618819,1.0131056087019423,0.9822534216335541,1.0,3.3
2019-02-01,5.8,2061962.0,1.013623841635084,1.0098356097975902,1.0020880058866815,1.0020880058866815,3.3
2019-03-01,5.9,2073732.0,1.0182789306321012,1.0151061285443468,0.9830139808682855,1.0,3.3
2019-04-01,5.7,2086598.0,1.0234688694064016,1.020979789692853,0.9888618101545255,1.0,3.3
2019-05-01,5.4,2092359.0,1.0251723202047311,1.0234403448562268,1.0090778513612952,1.0090778513612952,3.3
2019-06-01,5.6,2096319.0,1.0259949527695909,1.0250786265568432,1.0212197203826343,1.0212197203826343,3.2
2019-07-01,5.8,2097225.0,1.025325149783807,1.0252745592489256,0.999030463576159,1.0,3.2
2019-08-01,5.8,2097381.0,1.0242908368881278,1.0251450634502604,1.0175935246504784,1.0175935246504784,3.2
2019-09-01,5.6,2098372.0,1.0236640977195095,1.0254528109526166,1.0106625459896985,1.0106625459896985,3.1
2019-10-01,5.6,2099541.0,1.0231209325477584,1.0258627045170423,1.0146030905077263,1.0146030905077263,3.1
2019-11-01,5.9,2099164.0,1.021819167583555,1.0255167978411306,0.991778072111847,1.0,3.1
2019-12-01,5.6,2109773.0,1.025851959779805,1.0305192331742166,0.9887252391464313,1.0,3.1
2020-01-01,5.5,2114210.0,1.026864877125075,1.0324682952620372,0.9885333333333335,1.0,3.4
2020-02-01,5.7,2118330.0,1.0277052035401608,1.0342026374693776,1.02267255334805,1.02267255334805,3.4
2020-03-01,8.4,1959569.0,0.9495926389741047,0.9563594665172048,0.8351217071376013,0.9495926389741047,3.1
2020-04-01,13.6,1749376.0,0.8467443382090418,0.8533878246342882,0.9349350993377484,0.8467443382090418,
2020-05-01,14.1,1829021.0,0.8842382924421078,0.8917210980257861,0.9747325974981605,0.8842382924421078,
2020-06-01,12.4,1935578.0,0.9346114428237831,0.9429910438710518,0.988845327446652,0.9346114428237831,
2020-07-01,11.0,1985603.0,0.9575699549801631,0.9665266896683251,1.0325845474613686,0.9575699549801631,
2020-08-01,10.2,2004911.0,0.9656473572154863,0.9749433246912522,1.0204403237674762,0.9656473572154863,
2020-09-01,9.2,2023883.0,0.9735132669285557,0.9830421580799776,1.020820603384842,0.9735132669285557,
2020-10-01,9.0,2035550.0,0.9778201439201345,0.9874445249997765,0.9843267108167771,0.9778201439201345,3.7
2020-11-01,8.7,2049508.0,0.9831854368430258,0.9928166943110037,1.000728182487123,0.9831854368430258,3.6
2020-12-01,8.9,2052921.0,0.9834556681736573,0.9929503505870424,1.0173839587932303,0.9834556681736573,3.6
2021-01-01,9.2,2061870.0,0.9863452838782246,0.9956414011776414,1.0215152317880796,0.9863452838782246,3.5
2021-02-01,8.5,2065797.0,0.9868002199179149,0.9957942882147469,1.0468173657100812,0.9868002199179149,3.9
2021-03-01,7.7,2088503.0,0.9961844473217166,1.0048816482820053,1.084198969830758,0.9961844473217166,4.1
2021-04-01,8.2,2067190.0,0.9845498347309483,0.9927027202429326,1.0546348785871966,0.9845498347309483,4.1
2021-05-01,8.3,2058230.0,0.9787998983578753,0.986407669690571,1.0733250919793969,0.9787998983578753,4.2
2021-06-01,7.9,2076121.0,0.9857934545878864,0.9929042879615685,1.099072259013981,0.9857934545878864,4.8
2021-07-01,7.4,2089072.0,0.9904009886478871,0.9969490338214474,1.0957015452538632,0.9904009886478871,5.0
2021-08-01,7.1,2105441.0,0.9965908066278896,1.0025463603203584,1.0817136129506992,0.9965908066278896,5.2
2021-09-01,7.0,2111870.0,0.998043655257712,1.003348717489642,1.023858130978661,0.998043655257712,5.5
2021-10-01,6.5,2127417.0,1.003775567222238,1.0084318671648147,1.0415311258278146,1.0415311258278146,5.4
2021-11-01,6.1,2137002.0,1.0066634904752023,1.0106441445436882,1.0538001471670346,1.0538001471670346,5.3
2021-12-01,5.9,2140435.0,1.006633192261235,1.0099247241491733,1.0567870493009568,1.0567870493009568,5.7
2022-01-01,6.5,2138449.0,1.004044525278415,1.0066475281988074,1.0077050772626932,1.0077050772626932,5.3
2022-02-01,5.5,2154659.0,1.0099809281100578,1.0119289718869036,1.0584376747608537,1.0584376747608537,5.3
2022-03-01,5.4,2169435.0,1.0152151718983289,1.016519403358801,1.0764285504047095,1.0764285504047095,5.7
2022-04-01,5.3,2167945.0,1.0128226434475869,1.013496624798559,1.075473730684327,1.075473730684327,5.7
2022-05-01,5.2,2173925.0,1.0139131554981617,1.0139895091166502,1.0574169242089773,1.0574169242089773,5.7
2022-06-01,5.0,2179345.0,1.014731397781094,1.014241930535618,1.0422210448859457,1.0422210448859457,5.6
2022-07-01,4.8,2180920.0,1.0137527418299916,1.0127338864680084,1.0005774834437087,1.0005774834437087,5.5
2022-08-01,5.2,2187444.0,1.0150679399008855,1.0135544126029497,1.006806769683591,1.006806769683591,5.2
2022-09-01,5.1,2191747.0,1.0153445743607097,1.0133752499458053,1.0007658572479765,1.0007658572479765,5.3
2022-10-01,5.1,2187842.0,1.011819723877827,1.0094414644945828,0.9940891832229581,1.0,5.0
2022-11-01,5.1,2187964.0,1.0101620244027991,1.0074097980015837,0.9874125091979398,1.0,4.9
2022-12-01,5.0,2181765.0,1.0055929929664935,1.0025128219540218,0.9940868285504049,1.0,4.8
2023-01-01,5.0,2197226.0,1.0110026276451383,1.0075978792077123,0.9969465783664461,1.0,4.8
2023-02-01,5.1,2200908.0,1.0109804545749033,1.0073001328236286,1.0017136129506992,1.0017136129506992,4.7
2023-03-01,5.1,2203682.0,1.010539388176689,1.0066151816414635,1.0249177336276676,1.0249177336276676,4.5
2023-04-01,5.1,2201259.0,1.0077182495465313,1.0035874344162334,1.0284132450331127,1.0284132450331127,4.5
2023-05-01,5.3,2206811.0,1.008549035002437,1.0042212464486366,1.0325445180279618,1.0325445180279618,4.4
2023-06-01,5.4,2202257.0,1.0047639109291997,1.0002803460293694,1.0195102281089037,1.0195102281089037,4.2
2023-07-01,5.5,2200199.0,1.0021261028607018,0.9975000336751964,1.021734216335541,1.021734216335541,4.0
2023-08-01,5.5,2200765.0,1.0006879332704375,0.9959282661020072,1.0265012509197942,1.0265012509197942,3.9
2023-09-01,5.6,2199990.0,0.9986433986954494,0.9937640421979733,0.9886722590139809,0.9986433986954494,3.6
2023-10-01,5.7,2201568.0,0.9976694666331519,0.9926731470744573,0.9802790286975718,0.9976694666331519,3.7
2023-11-01,5.8,2206369.0,0.9981542122215371,0.9930387150466646,0.9689612950699044,0.9981542122215371,3.8
2023-12-01,5.8,2203489.0,0.9951655736916214,0.9899519661607209,0.9826289919058132,0.9951655736916214,3.6
2024-01-01,5.7,2215040.0,0.9986906980574701,0.9933461969995121,,0.9986906980574701,3.6
2024-02-01,5.8,2218374.0,0.9985025484288413,0.993047132198375,,0.9985025484288413,3.7
2024-03-01,6.1,,,,,,
