OCC_source,OCC_target,transition_prob_BLS_ASECnorm_corr,transition_prob_BLS_ASECnorm_in_corr,OCC_TITLE_OCC,OCC_TITLE_OCCLY,EMPOCCLY_unadj_BLS,EMPOCC_unadj_BLS,TOT_EMP_OCC,A_MEAN_OCC,TOT_EMP_OCCLY
17-2060,15-1131,0.005582134213040201,0.0009603748351399494,Computer Programmers,Computer Hardware Engineers,667325.32,3878797.49,230470,89580,60750
17-2060,17-2110,0.0006447365132196693,0.000265874440356948,"Industrial Engineers, Including Health and Safety",Computer Hardware Engineers,667325.32,1618241.3,305780,91800,60750
17-2060,19-1020,0.004800683270941975,0.003647041800897491,Biological Scientists,Computer Hardware Engineers,667325.32,878415.35,109040,86390,60750
17-2060,17-2060,0.9369496327518338,0.9557027362742065,Computer Hardware Engineers,Computer Hardware Engineers,667325.32,654230.85,60750,117840,60750
17-2199,11-1010,0.00046177981851058776,0.00017033833753506112,Chief Executives,"Engineers, All Other",3719936.09,10084584.817305785,195530,200140,142030
17-2199,11-1030,0.00011886349033722638,0.00017033833753506115,Legislators,"Engineers, All Other",3719936.09,2595801.942694215,50330,47620,142030
17-2199,11-9130,1.7937022926773013e-05,6.870713897484574e-05,Postmasters and Mail Superintendents,"Engineers, All Other",3719936.09,971144.7737168736,13770,77040,142030
17-2199,11-9190,0.0006029028098349775,6.870713897484576e-05,Miscellaneous Managers,"Engineers, All Other",3719936.09,32642312.786283128,462840,115590,142030
17-2199,13-2010,0.0011376653785468665,0.0002829242444162254,Accountants and Auditors,"Engineers, All Other",3719936.09,14958217.91,1259930,78820,142030
17-2199,15-1120,0.0020758314963416485,0.0014963444468907602,Computer and Information Analysts,"Engineers, All Other",3719936.09,5160550.109999999,696030,94990,142030
17-2199,15-1132,0.001737216911453346,0.0008359662581959618,"Software Developers, Applications","Engineers, All Other",3719936.09,7733596.5582737345,903160,108080,142030
17-2199,15-1133,0.000779647161875398,0.0008359662581959617,"Software Developers, Systems Software","Engineers, All Other",3719936.09,3470767.851726264,405330,114000,142030
17-2199,15-1150,0.0008816443134107715,0.0007376247042878629,Computer Support Specialists,"Engineers, All Other",3719936.09,4446245.47,812060,57950,142030
17-2199,17-2050,0.007989903934075384,0.009317027501058575,Civil Engineers,"Engineers, All Other",3719936.09,3190065.93,306030,93720,142030
17-2199,17-2070,0.001585543906481469,0.0022289219167285954,Electrical and Electronics Engineers,"Engineers, All Other",3719936.09,2646177.04,320610,104250,142030
17-2199,17-2199,0.948229956418418,0.9433035904981375,"Engineers, All Other","Engineers, All Other",3719936.09,3739363.31,142030,99410,142030
17-2199,41-1010,0.00110551482619692,0.00011478207990180825,First-Line Supervisors of Sales Workers,"Engineers, All Other",3719936.09,35828280.02,1429100,51930,142030
17-2199,41-2030,0.0014027949335011292,0.00021622505641125567,Retail Salespersons,"Engineers, All Other",3719936.09,24133685.46,4448120,28310,142030
17-2199,43-4050,0.001259338302234112,0.00027381295582266425,Customer Service Representatives,"Engineers, All Other",3719936.09,17108971.29,2871400,36470,142030
17-2199,53-3040,0.0029389088241029435,0.002709429791028078,Taxi Drivers and Chauffeurs,"Engineers, All Other",3719936.09,4035001.4,207920,28450,142030
17-2199,11-3050,0.0012348420480524978,0.0020249941572721064,Industrial Production Managers,"Engineers, All Other",3719936.09,2268418.15,181310,113370,142030
17-2199,13-1190,0.0008509312857576541,0.0015340884112606736,Miscellaneous Business Operations Specialists,"Engineers, All Other",3719936.09,2063381.73,1060580,76960,142030
17-2199,33-2010,0.0006038062067888914,0.0009773619649171028,Firefighters,"Engineers, All Other",3719936.09,2298146.01,321570,53240,142030
17-2199,47-2060,0.0005970560908211733,0.00018207123229327152,Construction Laborers,"Engineers, All Other",3719936.09,12199027.18,1001470,40350,142030
17-2199,51-9060,0.0017200628841986367,0.0010751067786553008,"Inspectors, Testers, Sorters, Samplers, and Weighers","Engineers, All Other",3719936.09,5951524.19,557510,42010,142030
17-2199,11-9040,0.0008009804275965397,0.0029375612319321774,Architectural and Engineering Managers,"Engineers, All Other",3719936.09,1014309.41,188290,148970,142030
17-2199,19-4090,0.0005597346163008946,0.0016127045343715765,"Miscellaneous Life, Physical, and Social Science Technicians","Engineers, All Other",3719936.09,1291108.79,144010,50720,142030
17-2199,27-1020,0.0016019733554078347,0.0008592183170274045,Designers,"Engineers, All Other",3719936.09,6935651.14,519180,50020,142030
17-2199,15-1190,0.00046733719556993786,0.000439424190239309,Miscellaneous Computer Occupations,"Engineers, All Other",3719936.09,3956233.04,381380,93350,142030
17-2199,25-2020,0.0015178052427239417,0.00020901936581355242,Elementary and Middle School Teachers,"Engineers, All Other",3719936.09,27021851.52,2032880,62150,142030
17-2199,17-2110,0.0021684455874616923,0.004984719522360479,"Industrial Engineers, Including Health and Safety","Engineers, All Other",3719936.09,1618241.3,305780,91800,142030
17-2199,53-7061,0.0018447150257358321,0.0028065467230537185,Cleaners of Vehicles and Equipment,"Engineers, All Other",3719936.09,2445076.7,378850,26900,142030
17-2199,17-2140,0.0022392218034046926,0.0031670094611959236,Mechanical Engineers,"Engineers, All Other",3719936.09,2630166.44,303440,92800,142030
17-2199,17-2040,0.0032430515493076656,0.01864649747489033,Chemical Engineers,"Engineers, All Other",3719936.09,646981.8,32060,114470,142030
17-2199,17-2010,0.003208967630408941,0.009862101401463553,Aerospace Engineers,"Engineers, All Other",3719936.09,1210406.79,63960,117100,142030
17-2199,33-9092,5.953086080338785e-05,0.0007774212778698927,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers","Engineers, All Other",3719936.09,284853.2756629159,144370,24420,142030
17-2199,33-9099,5.8466999745877676e-05,0.0007774212778698925,"Protective Service Workers, All Other","Engineers, All Other",3719936.09,279762.7343370841,141790,34650,142030
17-2199,17-2130,0.0026623582396008314,0.02997615268384232,Materials Engineers,"Engineers, All Other",3719936.09,330389.38,26930,96930,142030
17-2199,51-8020,0.0007703632349232108,0.00431340179942649,Stationary Engineers and Boiler Operators,"Engineers, All Other",3719936.09,664371.68,31710,63690,142030
17-2199,17-2160,0.0007426752592408114,0.02865919442348401,Nuclear Engineers,"Engineers, All Other",3719936.09,96398.54,15980,110790,142030
17-2199,49-9043,0.0007222249079015764,0.01076492010966102,"Maintenance Workers, Machinery","Engineers, All Other",3719936.09,249572.73,80270,48720,142030
21-1010,11-1010,0.00014272366003625605,9.116240079099922e-05,Chief Executives,Counselors,6441363.42,10084584.817305785,195530,200140,735100
21-1010,11-1030,3.673749199419405e-05,9.116240079099923e-05,Legislators,Counselors,6441363.42,2595801.942694215,50330,47620,735100
21-1010,11-3120,0.0007356874920744652,0.002148716447407604,Human Resources Managers,Counselors,6441363.42,2205423.85,143580,126700,735100
21-1010,11-9010,8.348015240537384e-05,7.439016680874958e-05,"Farmers, Ranchers, and Other Agricultural Managers",Counselors,6441363.42,7228455.36,4770,79940,735100
21-1010,11-9030,0.0045016886347331725,0.003780939229702022,Education Administrators,Counselors,6441363.42,7669261.72,498200,97030,735100
21-1010,11-9110,0.0021474241706424322,0.002728643083932356,Medical and Health Services Managers,Counselors,6441363.42,5069310.67,372670,113730,735100
21-1010,11-9130,1.7794463956636506e-05,0.00011802628435109429,Postmasters and Mail Superintendents,Counselors,6441363.42,971144.7737168736,13770,77040,735100
21-1010,11-9140,0.0003476968079531212,0.0004033758038855601,"Property, Real Estate, and Community Association Managers",Counselors,6441363.42,5552245.52,202550,71730,735100
21-1010,11-9150,5.744855178501946e-05,0.00011339526459558505,Social and Community Service Managers,Counselors,6441363.42,3263337.33,149870,71670,735100
21-1010,11-9190,0.0005981110891568379,0.00011802628435109428,Miscellaneous Managers,Counselors,6441363.42,32642312.786283128,462840,115590,735100
21-1010,13-1110,0.0010243523878054998,0.000943158976227679,Management Analysts,Counselors,6441363.42,6995878.92,684470,94390,735100
21-1010,13-2070,0.001022903781448183,0.002393643317855828,Credit Counselors and Loan Officers,Counselors,6441363.42,2752663.67,340690,73490,735100
21-1010,15-1132,0.00012600886322797336,0.0001049972967062498,"Software Developers, Applications",Counselors,6441363.42,7733596.5582737345,903160,108080,735100
21-1010,15-1133,5.655163263673595e-05,0.00010499729670624982,"Software Developers, Systems Software",Counselors,6441363.42,3470767.851726264,405330,114000,735100
21-1010,19-2090,0.00044879605628586004,0.0015563478501000748,Miscellaneous Physical Scientists,Counselors,6441363.42,1857462.97,17380,110090,735100
21-1010,23-1011,0.0003345385589233334,0.00025948114270210246,Lawyers,Counselors,6441363.42,8304589.742392923,642750,144230,735100
21-1010,23-1020,2.5524342169739823e-05,0.0002594811427021025,"Judges, Magistrates, and Other Judicial Workers",Counselors,6441363.42,633616.6176070772,49040,109170,735100
21-1010,25-1000,0.0013172692560172298,0.0007074800076266002,Postsecondary Teachers,Counselors,6441363.42,11993285.9,1517100,85190,735100
21-1010,25-3000,0.0026990544340378176,0.00240938846857063,Other Teachers and Instructors,Counselors,6441363.42,7215768.95,1203570,40250,735100
21-1010,25-9040,0.002134899260194203,0.0016824421887729846,Teacher Assistants,Counselors,6441363.42,8173631.22,1331560,28750,735100
21-1010,33-9030,0.0003889989333966193,0.0003349111154187837,Security Guards and Gaming Surveillance Officers,Counselors,6441363.42,7481637.32,1124610,32090,735100
21-1010,41-1010,4.424265196948009e-05,7.954135667157823e-06,First-Line Supervisors of Sales Workers,Counselors,6441363.42,35828280.02,1429100,51930,735100
21-1010,41-2010,0.0016929708493299076,0.0004778912504121736,Cashiers,Counselors,6441363.42,22819083.82,3657570,23270,735100
21-1010,41-2030,0.001368933007664393,0.0003653729147425459,Retail Salespersons,Counselors,6441363.42,24133685.46,4448120,28310,735100
21-1010,41-4010,0.0015957866882784888,0.0009953981399078032,"Sales Representatives, Wholesale and Manufacturing",Counselors,6441363.42,10326563.4,1663160,73680,735100
21-1010,43-5060,0.00037125470868091463,0.0011366180605152103,"Production, Planning, and Expediting Clerks",Counselors,6441363.42,2103949.06,350150,50020,735100
21-1010,43-9060,0.0007700666266707865,0.0005343942246127722,"Office Clerks, General",Counselors,6441363.42,9282059.52,2972930,35200,735100
21-1010,53-3030,0.00027978315808177144,6.845986801119328e-05,Driver/Sales Workers and Truck Drivers,Counselors,6441363.42,26324692.88,3130500,40920,735100
21-1010,13-1070,0.0020003424989177214,0.0024138406615212974,Human Resources Workers,Counselors,6441363.42,5337938.5,671140,67240,735100
21-1010,13-1190,0.00010899920625810614,0.0003402683516054976,Miscellaneous Business Operations Specialists,Counselors,6441363.42,2063381.73,1060580,76960,735100
21-1010,19-3090,0.00047134811406123074,0.006065767969555248,Miscellaneous Social Scientists and Related Workers,Counselors,6441363.42,500534.23,51640,85320,735100
21-1010,21-1010,0.935752281929157,0.9288915638580355,Counselors,Counselors,6441363.42,6488938.81,735100,51920,735100
21-1010,21-2090,0.00042174176845311424,0.0038920325277798473,Miscellaneous Religious Workers,Counselors,6441363.42,697988.0,8460,35860,735100
21-1010,27-2020,0.0004860675909511097,0.001431906601546235,"Athletes, Coaches, Umpires, and Related Workers",Counselors,6441363.42,2186551.83,266860,45080,735100
21-1010,35-2020,0.00045553135395052743,0.0004545879195181033,Food Preparation Workers,Counselors,6441363.42,6454731.58,814600,24830,735100
21-1010,35-3030,6.5170441819288e-05,2.9054191762212842e-05,Waiters and Waitresses,Counselors,6441363.42,14448397.1,2582410,25830,735100
21-1010,37-2011,0.00041053550745836804,0.00014811533206492676,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Counselors,6441363.42,17853711.452331517,2156270,28950,735100
21-1010,37-2019,2.598844150689245e-06,0.00014811533206492679,"Building Cleaning Workers, All Other",Counselors,6441363.42,113020.70766848496,13650,32710,735100
21-1010,41-3010,0.000830677086684235,0.002949090080205798,Advertising Sales Agents,Counselors,6441363.42,1814353.87,133110,63360,735100
21-1010,41-3020,0.0004869819936351301,0.0006444035552499976,Insurance Sales Agents,Counselors,6441363.42,4867800.58,393830,67890,735100
21-1010,41-3090,0.0009719667393025311,0.0016296062164714766,"Miscellaneous Sales Representatives, Services",Counselors,6441363.42,3841904.22,1033820,64860,735100
21-1010,43-1010,0.0002038155456224825,0.00011379372815238537,First-Line Supervisors of Office and Administrative Support Workers,Counselors,6441363.42,11537103.33,1477560,59340,735100
21-1010,43-4170,6.12385102779995e-05,3.8209309000208815e-05,Receptionists and Information Clerks,Counselors,6441363.42,10323649.14,1043630,30350,735100
21-1010,43-5020,9.822850516948474e-05,0.0003322778645392245,Couriers and Messengers,Counselors,6441363.42,1904205.99,75720,30620,735100
21-1010,43-6010,0.0020956834166639825,0.0005783525412245741,Secretaries and Administrative Assistants,Counselors,6441363.42,23340536.33,3498120,42320,735100
21-1010,43-9190,0.0005009843863149084,0.000720296071004064,Miscellaneous Office and Administrative Support Workers,Counselors,6441363.42,4480133.42,196570,37480,735100
21-1010,49-1010,0.0003175528015775269,0.0009001551218125088,"First-Line Supervisors of Mechanics, Installers, and Repairers",Counselors,6441363.42,2272356.12,471820,69320,735100
21-1010,51-9060,4.900476489494518e-05,5.303809409535474e-05,"Inspectors, Testers, Sorters, Samplers, and Weighers",Counselors,6441363.42,5951524.19,557510,42010,735100
21-1010,53-7062,0.0008896416218664466,0.00039648952385566667,"Laborers and Freight, Stock, and Material Movers, Hand",Counselors,6441363.42,14454385.23,2893180,30890,735100
21-1010,11-9080,0.00030699626322279455,0.0016715176947496642,Lodging Managers,Counselors,6441363.42,1183041.32,37050,62270,735100
21-1010,13-1040,5.962868028955273e-05,0.00019053088629482896,Compliance Officers,Counselors,6441363.42,2015893.63,300900,72520,735100
21-1010,21-1020,0.005702619399791605,0.0056020657918851345,Social Workers,Counselors,6441363.42,6556981.9,662550,53060,735100
21-1010,21-1090,0.0029202628812395126,0.005988278156838179,Miscellaneous Community and Social Service Specialists,Counselors,6441363.42,3141215.89,693040,42820,735100
21-1010,25-2030,0.000425074525604084,0.0002873765642277297,Secondary School Teachers,Counselors,6441363.42,9527775.89,1129040,64230,735100
21-1010,39-9020,0.001469996161154342,0.0009296869365435931,Personal Care Aides,Counselors,6441363.42,10187701.91,2211950,25090,735100
21-1010,43-5080,0.00022188462392329976,0.00012344570939297017,Stock Clerks and Order Fillers,Counselors,6441363.42,11577879.11,2056030,28520,735100
21-1010,31-1010,0.0009153363372874248,0.0003721325082400993,"Nursing, Psychiatric, and Home Health Aides",Counselors,6441363.42,15843856.34,2355640,28180,735100
21-1010,11-3060,0.0007481378065142613,0.002704387734908953,Purchasing Managers,Counselors,6441363.42,1781929.21,69490,125630,735100
21-1010,25-2020,0.002235192390371292,0.0005330006165120365,Elementary and Middle School Teachers,Counselors,6441363.42,27021851.52,2032880,62150,735100
21-1010,35-3040,7.771941549604417e-05,0.0003435634798963938,"Food Servers, Nonrestaurant",Counselors,6441363.42,1457136.83,266190,24980,735100
21-1010,25-2010,0.0002860059089788168,0.00030898749920997,Preschool and Kindergarten Teachers,Counselors,6441363.42,5962273.57,555680,40070,735100
21-1010,25-2050,0.0008670221870512007,0.0017909835552209078,Special Education Teachers,Counselors,6441363.42,3118289.38,475700,63890,735100
21-1010,39-9010,0.0015470875263858346,0.0010668756948096327,Childcare Workers,Counselors,6441363.42,9340688.0,564630,24610,735100
21-1010,49-3023,7.193220903533496e-05,6.912456991898223e-05,Automotive Service Technicians and Mechanics,Counselors,6441363.42,6702992.88,648050,43730,735100
21-1010,29-2050,0.00017736283850290814,0.00024035900829038107,Health Practitioner Support Technologists and Technicians,Counselors,6441363.42,4753133.69,801590,36930,735100
21-1010,43-9040,0.00021955289707904728,0.0006007652405597036,Insurance Claims and Policy Processing Clerks,Counselors,6441363.42,2354031.0,274560,42150,735100
21-1010,13-2082,9.387546712897625e-05,0.0004812511986790855,Tax Preparers,Counselors,6441363.42,1256487.26,68090,46860,735100
21-1010,19-3030,0.0011402048015480548,0.003984870307887128,Psychologists,Counselors,6441363.42,1843089.72,124750,86600,735100
21-1010,21-2020,0.0006429814978518943,0.0069602012532026655,"Directors, Religious Activities and Education",Counselors,6441363.42,595051.4,21700,46980,735100
21-1010,29-1060,8.656746462536965e-05,7.390685232763374e-05,Physicians and Surgeons,Counselors,6441363.42,7544801.09,679280,210980,735100
21-1010,15-2090,0.00033050363117068153,0.0030080354292721253,Miscellaneous Mathematical Science Occupations,Counselors,6441363.42,707735.68,2010,72390,735100
21-1010,19-1040,0.00016835356574245271,0.0007766445264406837,Medical Scientists,Counselors,6441363.42,1396297.1,127380,95270,735100
21-1010,37-2020,0.00020128168765860442,0.002038462432827929,Pest Control Workers,Counselors,6441363.42,636032.57,77300,37950,735100
21-1010,29-1129,0.004617430357624504,0.018085422687112503,"Therapists, All Other",Counselors,6441363.42,1644559.13,11950,57680,735100
21-1010,23-2090,0.00027346656059347137,0.0010926857706621946,Miscellaneous Legal Support Workers,Counselors,6441363.42,1612080.57,109820,60710,735100
21-1010,29-2070,7.662213227521946e-05,0.00041266815336153976,Medical Records and Health Information Technicians,Counselors,6441363.42,1195999.73,208650,44010,735100
21-1010,43-3090,0.0002085463763508627,0.0023558992334277527,Miscellaneous Financial Clerks,Counselors,6441363.42,570195.44,31010,43670,735100
21-1010,47-5050,0.00043781429350782733,0.010670168412516334,"Rock Splitters, Quarry",Counselors,6441363.42,264299.57484517305,4870,35760,735100
21-1010,47-5090,0.0005492906228609497,0.010670168412516336,Miscellaneous Extraction Workers,Counselors,6441363.42,331595.56515482697,6110,54300,735100
21-1010,25-4020,0.00036280610914513496,0.0013979647000821698,Librarians,Counselors,6441363.42,1671691.71,125750,61530,735100
21-1010,35-9010,0.0012246450767716504,0.0032087031543347974,Dining Room and Cafeteria Attendants and Bartender Helpers,Counselors,6441363.42,2458433.71,455700,23950,735100
21-1010,43-5110,0.0002826779644735524,0.003084140827144197,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",Counselors,6441363.42,590385.33,65830,34100,735100
23-1011,11-1010,5.863677300187672e-05,4.813474747524299e-05,Chief Executives,Lawyers,8278404.808500413,10084584.817305785,195530,200140,642750
23-1011,11-1030,1.5093278704978542e-05,4.8134747475243e-05,Legislators,Lawyers,8278404.808500413,2595801.942694215,50330,47620,642750
23-1011,11-3030,0.0002832404397708222,0.00023538289967489564,Financial Managers,Lawyers,8278404.808500413,9961552.1,608120,146830,642750
23-1011,11-9030,8.761390944869542e-05,9.457278102534229e-05,Education Administrators,Lawyers,8278404.808500413,7669261.72,498200,97030,642750
23-1011,11-9130,1.778686006072088e-05,0.000151621912447962,Postmasters and Mail Superintendents,Lawyers,8278404.808500413,971144.7737168736,13770,77040,642750
23-1011,11-9140,0.0005930621784133794,0.0008842564277519646,"Property, Real Estate, and Community Association Managers",Lawyers,8278404.808500413,5552245.52,202550,71730,642750
23-1011,11-9150,0.00045007636169457104,0.0011417496691476599,Social and Community Service Managers,Lawyers,8278404.808500413,3263337.33,149870,71670,642750
23-1011,11-9190,0.0005978555054832294,0.00015162191244796197,Miscellaneous Managers,Lawyers,8278404.808500413,32642312.786283128,462840,115590,642750
23-1011,13-1110,0.0009474771772181135,0.0011211742955418143,Management Analysts,Lawyers,8278404.808500413,6995878.92,684470,94390,642750
23-1011,13-2010,0.00028896028994688665,0.00015992080528274508,Accountants and Auditors,Lawyers,8278404.808500413,14958217.91,1259930,78820,642750
23-1011,23-1011,0.9186906704503033,0.9157939765473393,Lawyers,Lawyers,8278404.808500413,8304589.742392923,642750,144230,642750
23-1011,23-1020,0.07009348965987222,0.9157939765473394,"Judges, Magistrates, and Other Judicial Workers",Lawyers,8278404.808500413,633616.6176070772,49040,109170,642750
23-1011,25-1000,0.00046480219251585623,0.0003208312332089739,Postsecondary Teachers,Lawyers,8278404.808500413,11993285.9,1517100,85190,642750
23-1011,25-3000,2.5859359144525003e-05,2.9667557895790843e-05,Other Teachers and Instructors,Lawyers,8278404.808500413,7215768.95,1203570,40250,642750
23-1011,27-3043,0.0002914079265641989,0.0013210925273512669,Writers and Authors,Lawyers,8278404.808500413,1826058.91,45210,73090,642750
23-1011,41-1010,6.5694775562317e-05,1.5179292603631952e-05,First-Line Supervisors of Sales Workers,Lawyers,8278404.808500413,35828280.02,1429100,51930,642750
23-1011,41-4010,0.0005860306594317334,0.0004697980190552386,"Sales Representatives, Wholesale and Manufacturing",Lawyers,8278404.808500413,10326563.4,1663160,73680,642750
23-1011,43-3030,0.0003002608211949751,0.0002552194940266349,"Bookkeeping, Accounting, and Auditing Clerks",Lawyers,8278404.808500413,9739383.88,1530430,42110,642750
23-1011,53-3030,0.000681686803480169,0.0002143720854615914,Driver/Sales Workers and Truck Drivers,Lawyers,8278404.808500413,26324692.88,3130500,40920,642750
23-1011,41-3020,0.0008028613423682304,0.0013653828023538826,Insurance Sales Agents,Lawyers,8278404.808500413,4867800.58,393830,67890,642750
23-1011,41-9020,0.00031776307564186824,0.0003860583541077415,Real Estate Brokers and Sales Agents,Lawyers,8278404.808500413,6813921.64,197080,65240,642750
23-1011,43-1010,6.121005118461196e-05,4.392104045194922e-05,First-Line Supervisors of Office and Administrative Support Workers,Lawyers,8278404.808500413,11537103.33,1477560,59340,642750
23-1011,15-1134,5.4531673804468584e-05,0.00027442948166460287,Web Developers,Lawyers,8278404.808500413,1644995.53,127300,75580,642750
23-1011,21-1090,4.883791783541171e-05,0.00012870813977889956,Miscellaneous Community and Social Service Specialists,Lawyers,8278404.808500413,3141215.89,693040,42820,642750
23-1011,25-2030,0.0005446087152278797,0.00047319452713257617,Secondary School Teachers,Lawyers,8278404.808500413,9527775.89,1129040,64230,642750
23-1011,39-9030,0.00011226597661566911,0.00030687448640846196,Recreation and Fitness Workers,Lawyers,8278404.808500413,3028545.03,662040,35890,642750
23-1011,27-3042,5.1099415776069796e-05,0.0007982179879731463,Technical Writers,Lawyers,8278404.808500413,529957.55,50350,75500,642750
23-1011,11-3060,0.0014574362647675099,0.006770890400485795,Purchasing Managers,Lawyers,8278404.808500413,1781929.21,69490,125630,642750
23-1011,25-2020,0.0013498202758405941,0.00041367340899122737,Elementary and Middle School Teachers,Lawyers,8278404.808500413,27021851.52,2032880,62150,642750
23-1011,43-4070,5.0179160075602007e-05,0.0002196304258509089,File Clerks,Lawyers,8278404.808500413,1891374.56,110020,33810,642750
23-1011,23-2010,0.0003473904382782897,0.0008644330075863417,Paralegals and Legal Assistants,Lawyers,8278404.808500413,3326849.68,309940,54500,642750
23-1011,43-4030,2.520352474173416e-05,0.00028374760607357587,"Court, Municipal, and License Clerks",Lawyers,8278404.808500413,735318.91,142350,41100,642750
23-1011,23-1012,0.0002370867460295916,0.023289124599282035,Judicial Law Clerks,Lawyers,8278404.808500413,84275.39,16350,59540,642750
23-1020,11-1010,5.863677300187673e-05,3.672544560382601e-06,Chief Executives,"Judges, Magistrates, and Other Judicial Workers",631618.781499588,10084584.817305785,195530,200140,49040
23-1020,11-1030,1.509327870497854e-05,3.6725445603826e-06,Legislators,"Judges, Magistrates, and Other Judicial Workers",631618.781499588,2595801.942694215,50330,47620,49040
23-1020,11-3030,0.0002832404397708222,1.7959046907906465e-05,Financial Managers,"Judges, Magistrates, and Other Judicial Workers",631618.781499588,9961552.1,608120,146830,49040
23-1020,11-9030,8.761390944869542e-05,7.215634665861976e-06,Education Administrators,"Judges, Magistrates, and Other Judicial Workers",631618.781499588,7669261.72,498200,97030,49040
23-1020,11-9130,1.778686006072088e-05,1.1568321410265353e-05,Postmasters and Mail Superintendents,"Judges, Magistrates, and Other Judicial Workers",631618.781499588,971144.7737168736,13770,77040,49040
23-1020,11-9140,0.0005930621784133796,6.74662547132732e-05,"Property, Real Estate, and Community Association Managers","Judges, Magistrates, and Other Judicial Workers",631618.781499588,5552245.52,202550,71730,49040
23-1020,11-9150,0.000450076361694571,8.711225791521001e-05,Social and Community Service Managers,"Judges, Magistrates, and Other Judicial Workers",631618.781499588,3263337.33,149870,71670,49040
23-1020,11-9190,0.0005978555054832295,1.1568321410265351e-05,Miscellaneous Managers,"Judges, Magistrates, and Other Judicial Workers",631618.781499588,32642312.786283128,462840,115590,49040
23-1020,13-1110,0.0009474771772181135,8.554241533002034e-05,Management Analysts,"Judges, Magistrates, and Other Judicial Workers",631618.781499588,6995878.92,684470,94390,49040
23-1020,13-2010,0.00028896028994688665,1.2201503369997383e-05,Accountants and Auditors,"Judges, Magistrates, and Other Judicial Workers",631618.781499588,14958217.91,1259930,78820,49040
23-1020,23-1011,0.9186906704503033,0.069872480139839,Lawyers,"Judges, Magistrates, and Other Judicial Workers",631618.781499588,8304589.742392923,642750,144230,49040
23-1020,23-1020,0.07009348965987222,0.069872480139839,"Judges, Magistrates, and Other Judicial Workers","Judges, Magistrates, and Other Judicial Workers",631618.781499588,633616.6176070772,49040,109170,49040
23-1020,25-1000,0.00046480219251585623,2.4478512137795526e-05,Postsecondary Teachers,"Judges, Magistrates, and Other Judicial Workers",631618.781499588,11993285.9,1517100,85190,49040
23-1020,25-3000,2.5859359144525006e-05,2.2635504305088807e-06,Other Teachers and Instructors,"Judges, Magistrates, and Other Judicial Workers",631618.781499588,7215768.95,1203570,40250,49040
23-1020,27-3043,0.000291407926564199,0.00010079560877682791,Writers and Authors,"Judges, Magistrates, and Other Judicial Workers",631618.781499588,1826058.91,45210,73090,49040
23-1020,41-1010,6.5694775562317e-05,1.1581369261487526e-06,First-Line Supervisors of Sales Workers,"Judges, Magistrates, and Other Judicial Workers",631618.781499588,35828280.02,1429100,51930,49040
23-1020,41-4010,0.0005860306594317334,3.5844254927217266e-05,"Sales Representatives, Wholesale and Manufacturing","Judges, Magistrates, and Other Judicial Workers",631618.781499588,10326563.4,1663160,73680,49040
23-1020,43-3030,0.00030026082119497503,1.947252273366966e-05,"Bookkeeping, Accounting, and Auditing Clerks","Judges, Magistrates, and Other Judicial Workers",631618.781499588,9739383.88,1530430,42110,49040
23-1020,53-3030,0.000681686803480169,1.6355981440741253e-05,Driver/Sales Workers and Truck Drivers,"Judges, Magistrates, and Other Judicial Workers",631618.781499588,26324692.88,3130500,40920,49040
23-1020,41-3020,0.0008028613423682304,0.00010417483100339852,Insurance Sales Agents,"Judges, Magistrates, and Other Judicial Workers",631618.781499588,4867800.58,393830,67890,49040
23-1020,41-9020,0.00031776307564186824,2.9455156258955487e-05,Real Estate Brokers and Sales Agents,"Judges, Magistrates, and Other Judicial Workers",631618.781499588,6813921.64,197080,65240,49040
23-1020,43-1010,6.121005118461195e-05,3.351050678745374e-06,First-Line Supervisors of Office and Administrative Support Workers,"Judges, Magistrates, and Other Judicial Workers",631618.781499588,11537103.33,1477560,59340,49040
23-1020,15-1134,5.453167380446858e-05,2.0938190246335472e-05,Web Developers,"Judges, Magistrates, and Other Judicial Workers",631618.781499588,1644995.53,127300,75580,49040
23-1020,21-1090,4.883791783541171e-05,9.820065616113938e-06,Miscellaneous Community and Social Service Specialists,"Judges, Magistrates, and Other Judicial Workers",631618.781499588,3141215.89,693040,42820,49040
23-1020,25-2030,0.0005446087152278797,3.610339884960176e-05,Secondary School Teachers,"Judges, Magistrates, and Other Judicial Workers",631618.781499588,9527775.89,1129040,64230,49040
23-1020,39-9030,0.0001122659766156691,2.341365198517459e-05,Recreation and Fitness Workers,"Judges, Magistrates, and Other Judicial Workers",631618.781499588,3028545.03,662040,35890,49040
23-1020,27-3042,5.10994157760698e-05,6.090176605243577e-05,Technical Writers,"Judges, Magistrates, and Other Judicial Workers",631618.781499588,529957.55,50350,75500,49040
23-1020,11-3060,0.0014574362647675099,0.000516599712547372,Purchasing Managers,"Judges, Magistrates, and Other Judicial Workers",631618.781499588,1781929.21,69490,125630,49040
23-1020,25-2020,0.0013498202758405941,3.15621065374248e-05,Elementary and Middle School Teachers,"Judges, Magistrates, and Other Judicial Workers",631618.781499588,27021851.52,2032880,62150,49040
