OCC_source,OCC_target,transition_prob_BLS_ASECnorm_corr,transition_prob_BLS_ASECnorm_in_corr,OCC_TITLE_OCC,OCC_TITLE_OCCLY,EMPOCCLY_unadj_BLS,EMPOCC_unadj_BLS,TOT_EMP_OCC,A_MEAN_OCC,TOT_EMP_OCCLY
11-1030,43-3010,0.0003856749268338535,0.0007562627502813362,Bill and Account Collectors,Legislators,2586261.7751236465,1318928.27,251330,38220,50330
11-1030,43-3030,0.0004091203975941513,0.0001086405935691634,"Bookkeeping, Accounting, and Auditing Clerks",Legislators,2586261.7751236465,9739383.88,1530430,42110,50330
11-1030,43-4050,0.00017803958034129453,2.691318801644593e-05,Customer Service Representatives,Legislators,2586261.7751236465,17108971.29,2871400,36470,50330
11-1030,43-5052,0.00010112960278914644,9.593633966438486e-05,Postal Service Mail Carriers,Legislators,2586261.7751236465,2726262.3,342410,51780,50330
11-1030,43-5060,0.00019167377796343942,0.000235613387541037,"Production, Planning, and Expediting Clerks",Legislators,2586261.7751236465,2103949.06,350150,50020,50330
11-1030,43-9060,0.00022231606355785068,6.194396145992699e-05,"Office Clerks, General",Legislators,2586261.7751236465,9282059.52,2972930,35200,50330
11-1030,49-9041,0.0002969722866756045,0.00022899602588845615,Industrial Machinery Mechanics,Legislators,2586261.7751236465,3353979.923102652,362440,54000,50330
11-1030,49-9045,9.17693855746258e-07,0.00022899602588845617,"Refractory Materials Repairers, Except Brickmasons",Legislators,2586261.7751236465,10364.356897348343,1120,52510,50330
11-1030,51-1010,0.0001850094243700361,7.638366434975914e-05,First-Line Supervisors of Production and Operating Workers,Legislators,2586261.7751236465,6264203.3,622790,64340,50330
11-1030,51-8010,3.952359186514883e-05,0.00030192733836081746,"Power Plant Operators, Distributors, and Dispatchers",Legislators,2586261.7751236465,338552.83,51820,81760,50330
11-1030,53-3020,0.00041356043729491105,0.00022264167203355788,Bus Drivers,Legislators,2586261.7751236465,4804022.27,678260,36280,50330
11-1030,53-3030,4.585301016197648e-05,4.504815611595309e-06,Driver/Sales Workers and Truck Drivers,Legislators,2586261.7751236465,26324692.88,3130500,40920,50330
11-1030,53-3040,0.00013921162332287978,8.922864315558243e-05,Taxi Drivers and Chauffeurs,Legislators,2586261.7751236465,4035001.4,207920,28450,50330
11-2020,11-1010,0.0013400741434881594,0.0010999860464823866,Chief Executives,Marketing and Sales Managers,8277827.49,10084584.817305785,195530,200140,619500
11-2020,11-1020,0.001645698767757239,0.0016815995724038795,General and Operations Managers,Marketing and Sales Managers,8277827.49,8101102.5,2289770,123880,619500
11-2020,11-1030,0.0003449390458843095,0.0010999860464823866,Legislators,Marketing and Sales Managers,8277827.49,2595801.942694215,50330,47620,619500
11-2020,11-2020,0.922189470090056,0.9248354450288732,Marketing and Sales Managers,Marketing and Sales Managers,8277827.49,8254144.44,619500,143000,619500
11-2020,11-3020,0.0006628382273764924,0.0010167902956905249,Computer and Information Systems Managers,Marketing and Sales Managers,8277827.49,5396255.77,391430,152860,619500
11-2020,11-3030,0.0008912910433218027,0.0007406429666718299,Financial Managers,Marketing and Sales Managers,8277827.49,9961552.1,608120,146830,619500
11-2020,11-9020,0.0003131297436593475,0.0003812761274331723,Construction Managers,Marketing and Sales Managers,8277827.49,6798311.81,278460,103110,619500
11-2020,11-9030,0.0002427828439802386,0.00026204797454741185,Education Administrators,Marketing and Sales Managers,8277827.49,7669261.72,498200,97030,619500
11-2020,11-9110,0.0001729602364545048,0.0002824318912772414,Medical and Health Services Managers,Marketing and Sales Managers,8277827.49,5069310.67,372670,113730,619500
11-2020,11-9130,0.00015535514426063556,0.0013242135659667614,Postmasters and Mail Superintendents,Marketing and Sales Managers,8277827.49,971144.7737168736,13770,77040,619500
11-2020,11-9190,0.005221828247610219,0.0013242135659667614,Miscellaneous Managers,Marketing and Sales Managers,8277827.49,32642312.786283128,462840,115590,619500
11-2020,13-1110,0.002103731627777616,0.002489226543103179,Management Analysts,Marketing and Sales Managers,8277827.49,6995878.92,684470,94390,619500
11-2020,13-1130,0.0003737997081647325,0.004800334966241273,Fundraisers,Marketing and Sales Managers,8277827.49,644590.33,75700,61610,619500
11-2020,13-1160,0.0061858534817086416,0.023039636568102914,Market Research Analysts and Marketing Specialists,Marketing and Sales Managers,8277827.49,2222492.87,638200,70960,619500
11-2020,13-2010,0.0008819848575993941,0.0004880874542627919,Accountants and Auditors,Marketing and Sales Managers,8277827.49,14958217.91,1259930,78820,619500
11-2020,13-2052,0.001422500108177538,0.0031157677515901497,Personal Financial Advisors,Marketing and Sales Managers,8277827.49,3779232.42,200260,121770,619500
11-2020,13-2070,0.0004890466133644928,0.0014706640495604027,Credit Counselors and Loan Officers,Marketing and Sales Managers,8277827.49,2752663.67,340690,73490,619500
11-2020,15-1120,0.00033272516289174325,0.0005337108333979535,Computer and Information Analysts,Marketing and Sales Managers,8277827.49,5160550.109999999,696030,94990,619500
11-2020,15-1132,0.000747229311408393,0.0008001464678608863,"Software Developers, Applications",Marketing and Sales Managers,8277827.49,7733596.5582737345,903160,108080,619500
11-2020,15-1133,0.00033534972407232817,0.0008001464678608864,"Software Developers, Systems Software",Marketing and Sales Managers,8277827.49,3470767.851726264,405330,114000,619500
11-2020,15-1150,0.00041174909770921067,0.000766576659565312,Computer Support Specialists,Marketing and Sales Managers,8277827.49,4446245.47,812060,57950,619500
11-2020,19-2090,0.00013520932893951868,0.0006025635601230857,Miscellaneous Physical Scientists,Marketing and Sales Managers,8277827.49,1857462.97,17380,110090,619500
11-2020,25-1000,0.0013160669285704092,0.0009083561495019473,Postsecondary Teachers,Marketing and Sales Managers,8277827.49,11993285.9,1517100,85190,619500
11-2020,25-9010,3.991959051688071e-06,0.0006479204840950326,Audio-Visual and Multimedia Collections Specialists,Marketing and Sales Managers,8277827.49,51001.24041173402,9540,52270,619500
11-2020,25-9020,3.3559236472262402e-06,0.0006479204840950325,Farm and Home Management Advisors,Marketing and Sales Managers,8277827.49,42875.25661447662,8020,52700,619500
11-2020,25-9030,6.858302815216725e-05,0.0006479204840950328,Instructional Coordinators,Marketing and Sales Managers,8277827.49,876216.2791911126,163900,67490,619500
11-2020,25-9040,0.0006604751677423517,0.000668894809766081,Teacher Assistants,Marketing and Sales Managers,8277827.49,8173631.22,1331560,28750,619500
11-2020,25-9090,4.460198273788594e-05,0.0006479204840950327,"Miscellaneous Education, Training, and Library Workers",Marketing and Sales Managers,8277827.49,569834.6137826765,106590,46680,619500
11-2020,27-3043,0.00035634826934524585,0.0016153857270683565,Writers and Authors,Marketing and Sales Managers,8277827.49,1826058.91,45210,73090,619500
11-2020,41-1010,0.00665599936294396,0.001537813550336319,First-Line Supervisors of Sales Workers,Marketing and Sales Managers,8277827.49,35828280.02,1429100,51930,619500
11-2020,41-2010,0.0005136508951335974,0.00018633147296971537,Cashiers,Marketing and Sales Managers,8277827.49,22819083.82,3657570,23270,619500
11-2020,41-2030,0.0016037310533515356,0.0005500779821632762,Retail Salespersons,Marketing and Sales Managers,8277827.49,24133685.46,4448120,28310,619500
11-2020,41-4010,0.001071649416554826,0.0008590398040842901,"Sales Representatives, Wholesale and Manufacturing",Marketing and Sales Managers,8277827.49,10326563.4,1663160,73680,619500
11-2020,43-4050,0.0033943310649978287,0.0016422779911041633,Customer Service Representatives,Marketing and Sales Managers,8277827.49,17108971.29,2871400,36470,619500
11-2020,43-5060,0.00013076408046768802,0.0005144813249423444,"Production, Planning, and Expediting Clerks",Marketing and Sales Managers,8277827.49,2103949.06,350150,50020,619500
11-2020,43-9060,0.0002470277379506009,0.00022030164702068194,"Office Clerks, General",Marketing and Sales Managers,8277827.49,9282059.52,2972930,35200,619500
11-2020,53-3040,0.0009459653525589477,0.0019406531060930981,Taxi Drivers and Chauffeurs,Marketing and Sales Managers,8277827.49,4035001.4,207920,28450,619500
11-2020,11-3050,0.000384609488884142,0.0014035027007696973,Industrial Production Managers,Marketing and Sales Managers,8277827.49,2268418.15,181310,113370,619500
11-2020,11-3070,0.000685176818054226,0.002560168635124727,"Transportation, Storage, and Distribution Managers",Marketing and Sales Managers,8277827.49,2215391.37,124810,102850,619500
11-2020,13-1020,0.0007904322127882372,0.001627427826268989,Buyers and Purchasing Agents,Marketing and Sales Managers,8277827.49,4020492.58,407410,67530,619500
11-2020,13-1070,0.0002050300639932761,0.00031795111539782635,Human Resources Workers,Marketing and Sales Managers,8277827.49,5337938.5,671140,67240,619500
11-2020,13-1190,0.0006154534515432382,0.002469062038268605,Miscellaneous Business Operations Specialists,Marketing and Sales Managers,8277827.49,2063381.73,1060580,76960,619500
11-2020,21-1010,0.000516525139617279,0.0006589222252197506,Counselors,Marketing and Sales Managers,8277827.49,6488938.81,735100,51920,619500
11-2020,27-3030,0.0032572399017220884,0.02178662833037628,Public Relations Specialists,Marketing and Sales Managers,8277827.49,1237588.01,239030,68440,619500
11-2020,35-1012,0.00011460839225582848,0.00020909068014049898,First-Line Supervisors of Food Preparation and Serving Workers,Marketing and Sales Managers,8277827.49,4537306.49,964400,36190,619500
11-2020,35-3030,0.0011799363434185314,0.000676013362063533,Waiters and Waitresses,Marketing and Sales Managers,8277827.49,14448397.1,2582410,25830,619500
11-2020,37-2012,0.00032505177273270283,0.00023403828716938232,Maids and Housekeeping Cleaners,Marketing and Sales Managers,8277827.49,11496932.97,924290,25570,619500
11-2020,41-3010,0.0003586832418997415,0.0016364602567855188,Advertising Sales Agents,Marketing and Sales Managers,8277827.49,1814353.87,133110,63360,619500
11-2020,41-3020,0.0009041418184954227,0.0015375177920702744,Insurance Sales Agents,Marketing and Sales Managers,8277827.49,4867800.58,393830,67890,619500
11-2020,41-3090,0.0019006002503683488,0.004095063306913987,"Miscellaneous Sales Representatives, Services",Marketing and Sales Managers,8277827.49,3841904.22,1033820,64860,619500
11-2020,41-9020,0.0006209529017377482,0.0007543586896898921,Real Estate Brokers and Sales Agents,Marketing and Sales Managers,8277827.49,6813921.64,197080,65240,619500
11-2020,43-1010,0.0011389441869125011,0.0008171880956881402,First-Line Supervisors of Office and Administrative Support Workers,Marketing and Sales Managers,8277827.49,11537103.33,1477560,59340,619500
11-2020,43-6010,0.0030318991342014544,0.0010752768336236426,Secretaries and Administrative Assistants,Marketing and Sales Managers,8277827.49,23340536.33,3498120,42320,619500
11-2020,43-9190,0.0016274515283478082,0.0030070004031263874,Miscellaneous Office and Administrative Support Workers,Marketing and Sales Managers,8277827.49,4480133.42,196570,37480,619500
11-2020,47-2030,0.0006545843709047867,0.0005413184592656931,Carpenters,Marketing and Sales Managers,8277827.49,10009886.8,718730,51120,619500
11-2020,51-9060,2.7394265013850873e-05,3.8102004253132327e-05,"Inspectors, Testers, Sorters, Samplers, and Weighers",Marketing and Sales Managers,8277827.49,5951524.19,557510,42010,619500
11-2020,51-9199,0.0006212918191654655,0.0007002847969297365,"Production Workers, All Other",Marketing and Sales Managers,8277827.49,7344078.47,230760,34490,619500
11-2020,11-2030,0.00015085383230183745,0.0020980436396880854,Public Relations and Fundraising Managers,Marketing and Sales Managers,8277827.49,595193.53,72460,131570,619500
11-2020,11-9040,0.0003151595032816998,0.0025720317432527807,Architectural and Engineering Managers,Marketing and Sales Managers,8277827.49,1014309.41,188290,148970,619500
11-2020,13-1040,0.00031817792810755956,0.0013065282616126924,Compliance Officers,Marketing and Sales Managers,8277827.49,2015893.63,300900,72520,619500
11-2020,13-1120,0.000589435453431997,0.004275306933924511,"Meeting, Convention, and Event Planners",Marketing and Sales Managers,8277827.49,1141261.92,110120,53730,619500
11-2020,13-1150,0.00022122507411663877,0.0015636351483662133,Training and Development Specialists,Marketing and Sales Managers,8277827.49,1171157.48,291380,65120,619500
11-2020,15-1131,0.0007725800649658139,0.0016487801996592506,Computer Programmers,Marketing and Sales Managers,8277827.49,3878797.49,230470,89580,619500
11-2020,15-1134,0.0027054242827667337,0.01361404033724031,Web Developers,Marketing and Sales Managers,8277827.49,1644995.53,127300,75580,619500
11-2020,15-1142,0.000616548847649397,0.002742363943150833,Network and Computer Systems Administrators,Marketing and Sales Managers,8277827.49,1861053.13,366250,87070,619500
11-2020,17-1010,0.00043618672947242103,0.002037323961102053,"Architects, Except Naval",Marketing and Sales Managers,8277827.49,1772265.27,123020,86480,619500
11-2020,19-4090,0.00040552874580380993,0.0026000109564740855,"Miscellaneous Life, Physical, and Social Science Technicians",Marketing and Sales Managers,8277827.49,1291108.79,144010,50720,619500
11-2020,21-1020,0.0006483059723681196,0.0008184504825306897,Social Workers,Marketing and Sales Managers,8277827.49,6556981.9,662550,53060,619500
11-2020,21-1090,0.0007387950530967154,0.0019468951559391226,Miscellaneous Community and Social Service Specialists,Marketing and Sales Managers,8277827.49,3141215.89,693040,42820,619500
11-2020,25-2030,0.00036425384602935235,0.0003164674038108593,Secondary School Teachers,Marketing and Sales Managers,8277827.49,9527775.89,1129040,64230,619500
11-2020,27-1020,0.0013351155859857137,0.0015934850638984126,Designers,Marketing and Sales Managers,8277827.49,6935651.14,519180,50020,619500
11-2020,27-2010,0.0005971799975261384,0.002897312985970058,"Actors, Producers, and Directors",Marketing and Sales Managers,8277827.49,1706185.36,166060,81610,619500
11-2020,27-4030,0.0004325691136141326,0.006368165777179143,"Television, Video, and Motion Picture Camera Operators and Editors",Marketing and Sales Managers,8277827.49,562286.32,49240,76090,619500
11-2020,33-3050,0.00013196995242045084,0.000198354135190146,Police Officers,Marketing and Sales Managers,8277827.49,5507445.05,665800,65460,619500
